gender,city,age,education,profession,annual_income
[ANY-GENDER],[Italy],[33-61],[ANY-EDUCATION],[ANY-JOB],16772
[ANY-GENDER],[Italy],[25-54],[ANY-EDUCATION],[ANY-JOB],49198
[ANY-GENDER],[Italy],[25-54],[ANY-EDUCATION],[ANY-JOB],37130
[ANY-GENDER],[Italy],[25-54],[ANY-EDUCATION],[ANY-JOB],22746
[ANY-GENDER],[Italy],[19-68],High School,[ANY-JOB],37158
[ANY-GENDER],[Italy],[19-68],High School,[ANY-JOB],31811
[ANY-GENDER],[Italy],[19-68],High School,[ANY-JOB],17434
[ANY-GENDER],[Italy],[23-70],[ANY-EDUCATION],[ANY-JOB],29255
[ANY-GENDER],[Italy],[23-70],[ANY-EDUCATION],[ANY-JOB],26317
[ANY-GENDER],[Italy],[23-70],[ANY-EDUCATION],[ANY-JOB],41395
[ANY-GENDER],[Italy],[51-84],[ANY-EDUCATION],[ANY-JOB],18762
[ANY-GENDER],[Italy],[51-84],[ANY-EDUCATION],[ANY-JOB],49926
[ANY-GENDER],[Italy],[51-84],[ANY-EDUCATION],[ANY-JOB],42714
[ANY-GENDER],[South],[21-66],[ANY-EDUCATION],[ANY-JOB],17409
[ANY-GENDER],[South],[21-66],[ANY-EDUCATION],[ANY-JOB],29771
[ANY-GENDER],[South],[21-66],[ANY-EDUCATION],[ANY-JOB],27965
[ANY-GENDER],[South],[42-58],[ANY-EDUCATION],[ANY-JOB],36690
[ANY-GENDER],[South],[42-58],[ANY-EDUCATION],[ANY-JOB],45522
[ANY-GENDER],[South],[42-58],[ANY-EDUCATION],[ANY-JOB],33241
[ANY-GENDER],[Italy],[31-44],High School,[ANY-JOB],40455
[ANY-GENDER],[Italy],[31-44],High School,[ANY-JOB],25400
[ANY-GENDER],[Italy],[31-44],High School,[ANY-JOB],21912
[ANY-GENDER],[Italy],[39-90],[ANY-EDUCATION],[ANY-JOB],22422
[ANY-GENDER],[Italy],[39-90],[ANY-EDUCATION],[ANY-JOB],29948
[ANY-GENDER],[Italy],[39-90],[ANY-EDUCATION],[ANY-JOB],39684
female,[Italy],[37-42],[ANY-EDUCATION],[ANY-JOB],31000
female,[Italy],[37-42],[ANY-EDUCATION],[ANY-JOB],40972
female,[Italy],[37-42],[ANY-EDUCATION],[ANY-JOB],18202
[ANY-GENDER],[Italy],[43-75],High School,[ANY-JOB],30984
[ANY-GENDER],[Italy],[43-75],High School,[ANY-JOB],24297
[ANY-GENDER],[Italy],[43-75],High School,[ANY-JOB],39376
[ANY-GENDER],[Italy],[40-87],[ANY-EDUCATION],[ANY-JOB],35806
[ANY-GENDER],[Italy],[40-87],[ANY-EDUCATION],[ANY-JOB],41316
[ANY-GENDER],[Italy],[40-87],[ANY-EDUCATION],[ANY-JOB],44482
[ANY-GENDER],[Italy],[30-64],[ANY-EDUCATION],[ANY-JOB],22740
[ANY-GENDER],[Italy],[30-64],[ANY-EDUCATION],[ANY-JOB],30565
[ANY-GENDER],[Italy],[30-64],[ANY-EDUCATION],[ANY-JOB],29941
[ANY-GENDER],[Italy],[27-68],[ANY-EDUCATION],[ANY-JOB],31274
[ANY-GENDER],[Italy],[27-68],[ANY-EDUCATION],[ANY-JOB],41661
[ANY-GENDER],[Italy],[27-68],[ANY-EDUCATION],[ANY-JOB],70928
[ANY-GENDER],[Italy],[48-71],[ANY-EDUCATION],[ANY-JOB],48857
[ANY-GENDER],[Italy],[48-71],[ANY-EDUCATION],[ANY-JOB],46607
[ANY-GENDER],[Italy],[48-71],[ANY-EDUCATION],[ANY-JOB],32218
[ANY-GENDER],[Italy],[32-72],[ANY-EDUCATION],[ANY-JOB],40245
[ANY-GENDER],[Italy],[32-72],[ANY-EDUCATION],[ANY-JOB],43654
[ANY-GENDER],[Italy],[32-72],[ANY-EDUCATION],[ANY-JOB],51643
female,[Italy],[42-61],[ANY-EDUCATION],[ANY-JOB],41833
female,[Italy],[42-61],[ANY-EDUCATION],[ANY-JOB],42380
female,[Italy],[42-61],[ANY-EDUCATION],[ANY-JOB],43843
[ANY-GENDER],[Italy],[26-88],[ANY-EDUCATION],[ANY-JOB],20180
[ANY-GENDER],[Italy],[26-88],[ANY-EDUCATION],[ANY-JOB],26624
[ANY-GENDER],[Italy],[26-88],[ANY-EDUCATION],[ANY-JOB],29109
[ANY-GENDER],[Italy],[23-78],[ANY-EDUCATION],[ANY-JOB],29152
[ANY-GENDER],[Italy],[23-78],[ANY-EDUCATION],[ANY-JOB],22538
[ANY-GENDER],[Italy],[23-78],[ANY-EDUCATION],[ANY-JOB],33240
[ANY-GENDER],[Italy],[50-84],[ANY-EDUCATION],[ANY-JOB],83822
[ANY-GENDER],[Italy],[50-84],[ANY-EDUCATION],[ANY-JOB],43334
[ANY-GENDER],[Italy],[50-84],[ANY-EDUCATION],[ANY-JOB],24284
[ANY-GENDER],[Italy],[43-90],[ANY-EDUCATION],[ANY-JOB],30264
[ANY-GENDER],[Italy],[43-90],[ANY-EDUCATION],[ANY-JOB],24739
[ANY-GENDER],[Italy],[43-90],[ANY-EDUCATION],[ANY-JOB],50809
[ANY-GENDER],[Italy],[21-69],[ANY-EDUCATION],[ANY-JOB],29424
[ANY-GENDER],[Italy],[21-69],[ANY-EDUCATION],[ANY-JOB],21817
[ANY-GENDER],[Italy],[21-69],[ANY-EDUCATION],[ANY-JOB],40173
[ANY-GENDER],[Italy],[57-82],[Graduate School],[ANY-JOB],75708
[ANY-GENDER],[Italy],[57-82],[Graduate School],[ANY-JOB],52671
[ANY-GENDER],[Italy],[57-82],[Graduate School],[ANY-JOB],35258
[ANY-GENDER],[Italy],[34-86],[ANY-EDUCATION],[ANY-JOB],34718
[ANY-GENDER],[Italy],[34-86],[ANY-EDUCATION],[ANY-JOB],38087
[ANY-GENDER],[Italy],[34-86],[ANY-EDUCATION],[ANY-JOB],45189
male,[Italy],[28-70],High School,[Arts],16494
male,[Italy],[28-70],High School,[Arts],29557
male,[Italy],[28-70],High School,[Arts],34570
[ANY-GENDER],[Italy],[42-71],[ANY-EDUCATION],[ANY-JOB],46036
[ANY-GENDER],[Italy],[42-71],[ANY-EDUCATION],[ANY-JOB],19205
[ANY-GENDER],[Italy],[42-71],[ANY-EDUCATION],[ANY-JOB],32477
[ANY-GENDER],[North],[22-79],[ANY-EDUCATION],[ANY-JOB],45826
[ANY-GENDER],[North],[22-79],[ANY-EDUCATION],[ANY-JOB],33023
[ANY-GENDER],[North],[22-79],[ANY-EDUCATION],[ANY-JOB],16910
female,[Italy],[36-75],High School,[ANY-JOB],29759
female,[Italy],[36-75],High School,[ANY-JOB],37420
female,[Italy],[36-75],High School,[ANY-JOB],26140
male,[North],[42-66],[ANY-EDUCATION],[ANY-JOB],30025
male,[North],[42-66],[ANY-EDUCATION],[ANY-JOB],29127
male,[North],[42-66],[ANY-EDUCATION],[ANY-JOB],36865
[ANY-GENDER],[North],[34-64],High School,[ANY-JOB],27850
[ANY-GENDER],[North],[34-64],High School,[ANY-JOB],29365
[ANY-GENDER],[North],[34-64],High School,[ANY-JOB],34866
[ANY-GENDER],[Italy],[32-73],[ANY-EDUCATION],[ANY-JOB],24365
[ANY-GENDER],[Italy],[32-73],[ANY-EDUCATION],[ANY-JOB],41000
[ANY-GENDER],[Italy],[32-73],[ANY-EDUCATION],[ANY-JOB],33745
female,[Italy],[33-69],[ANY-EDUCATION],[ANY-JOB],20698
female,[Italy],[33-69],[ANY-EDUCATION],[ANY-JOB],29402
female,[Italy],[33-69],[ANY-EDUCATION],[ANY-JOB],13700
[ANY-GENDER],[Italy],[52-81],High School,[ANY-JOB],42309
[ANY-GENDER],[Italy],[52-81],High School,[ANY-JOB],32996
[ANY-GENDER],[Italy],[52-81],High School,[ANY-JOB],41859
[ANY-GENDER],[Italy],[31-67],[ANY-EDUCATION],[ANY-JOB],30228
[ANY-GENDER],[Italy],[31-67],[ANY-EDUCATION],[ANY-JOB],29973
[ANY-GENDER],[Italy],[31-67],[ANY-EDUCATION],[ANY-JOB],29984
male,[North],[21-74],[ANY-EDUCATION],[ANY-JOB],25011
male,[North],[21-74],[ANY-EDUCATION],[ANY-JOB],39553
male,[North],[21-74],[ANY-EDUCATION],[ANY-JOB],30597
female,[North],[35-84],[ANY-EDUCATION],[ANY-JOB],35350
female,[North],[35-84],[ANY-EDUCATION],[ANY-JOB],27573
female,[North],[35-84],[ANY-EDUCATION],[ANY-JOB],29461
male,[Italy],[28-89],[ANY-EDUCATION],[ANY-JOB],46425
male,[Italy],[28-89],[ANY-EDUCATION],[ANY-JOB],22265
male,[Italy],[28-89],[ANY-EDUCATION],[ANY-JOB],52068
[ANY-GENDER],[Italy],[38-72],[ANY-EDUCATION],[ANY-JOB],35079
[ANY-GENDER],[Italy],[38-72],[ANY-EDUCATION],[ANY-JOB],27056
[ANY-GENDER],[Italy],[38-72],[ANY-EDUCATION],[ANY-JOB],93928
[ANY-GENDER],[North],[20-28],High School,[ANY-JOB],36242
[ANY-GENDER],[North],[20-28],High School,[ANY-JOB],25425
[ANY-GENDER],[North],[20-28],High School,[ANY-JOB],19292
[ANY-GENDER],[Italy],[52-60],[ANY-EDUCATION],[ANY-JOB],26526
[ANY-GENDER],[Italy],[52-60],[ANY-EDUCATION],[ANY-JOB],25143
[ANY-GENDER],[Italy],[52-60],[ANY-EDUCATION],[ANY-JOB],32971
female,[Italy],[32-82],[ANY-EDUCATION],[ANY-JOB],28424
female,[Italy],[32-82],[ANY-EDUCATION],[ANY-JOB],31914
female,[Italy],[32-82],[ANY-EDUCATION],[ANY-JOB],24087
[ANY-GENDER],[North],[43-63],[ANY-EDUCATION],[ANY-JOB],36261
[ANY-GENDER],[North],[43-63],[ANY-EDUCATION],[ANY-JOB],25008
[ANY-GENDER],[North],[43-63],[ANY-EDUCATION],[ANY-JOB],42292
[ANY-GENDER],[Italy],[25-56],[ANY-EDUCATION],[ANY-JOB],42366
[ANY-GENDER],[Italy],[25-56],[ANY-EDUCATION],[ANY-JOB],23047
[ANY-GENDER],[Italy],[25-56],[ANY-EDUCATION],[ANY-JOB],24640
[ANY-GENDER],[Italy],[47-72],High School,[ANY-JOB],29119
[ANY-GENDER],[Italy],[47-72],High School,[ANY-JOB],27754
[ANY-GENDER],[Italy],[47-72],High School,[ANY-JOB],39181
male,[Italy],[45-53],[ANY-EDUCATION],[ANY-JOB],43594
male,[Italy],[45-53],[ANY-EDUCATION],[ANY-JOB],31656
male,[Italy],[45-53],[ANY-EDUCATION],[ANY-JOB],33216
male,[Italy],[23-75],[ANY-EDUCATION],[ANY-JOB],29558
male,[Italy],[23-75],[ANY-EDUCATION],[ANY-JOB],28565
male,[Italy],[23-75],[ANY-EDUCATION],[ANY-JOB],33924
[ANY-GENDER],[Italy],[23-60],High School,[ANY-JOB],40613
[ANY-GENDER],[Italy],[23-60],High School,[ANY-JOB],16016
[ANY-GENDER],[Italy],[23-60],High School,[ANY-JOB],29161
[ANY-GENDER],[Italy],[20-77],[ANY-EDUCATION],[ANY-JOB],32859
[ANY-GENDER],[Italy],[20-77],[ANY-EDUCATION],[ANY-JOB],35525
[ANY-GENDER],[Italy],[20-77],[ANY-EDUCATION],[ANY-JOB],38050
[ANY-GENDER],[Italy],[47-69],[ANY-EDUCATION],[ANY-JOB],37305
[ANY-GENDER],[Italy],[47-69],[ANY-EDUCATION],[ANY-JOB],39129
[ANY-GENDER],[Italy],[47-69],[ANY-EDUCATION],[ANY-JOB],36320
[ANY-GENDER],[Italy],[58-86],[ANY-EDUCATION],[ANY-JOB],39801
[ANY-GENDER],[Italy],[58-86],[ANY-EDUCATION],[ANY-JOB],41941
[ANY-GENDER],[Italy],[58-86],[ANY-EDUCATION],[ANY-JOB],26507
[ANY-GENDER],[Italy],[29-85],[ANY-EDUCATION],[ANY-JOB],47500
[ANY-GENDER],[Italy],[29-85],[ANY-EDUCATION],[ANY-JOB],38568
[ANY-GENDER],[Italy],[29-85],[ANY-EDUCATION],[ANY-JOB],31740
[ANY-GENDER],[Italy],[33-52],High School,[ANY-JOB],23549
[ANY-GENDER],[Italy],[33-52],High School,[ANY-JOB],42696
[ANY-GENDER],[Italy],[33-52],High School,[ANY-JOB],33063
[ANY-GENDER],[Italy],[30-77],[ANY-EDUCATION],[ANY-JOB],34864
[ANY-GENDER],[Italy],[30-77],[ANY-EDUCATION],[ANY-JOB],24879
[ANY-GENDER],[Italy],[30-77],[ANY-EDUCATION],[ANY-JOB],103323
male,[Italy],[24-76],[ANY-EDUCATION],[ANY-JOB],55875
male,[Italy],[24-76],[ANY-EDUCATION],[ANY-JOB],28880
male,[Italy],[24-76],[ANY-EDUCATION],[ANY-JOB],51259
[ANY-GENDER],[Italy],[34-59],[ANY-EDUCATION],[ANY-JOB],27245
[ANY-GENDER],[Italy],[34-59],[ANY-EDUCATION],[ANY-JOB],38097
[ANY-GENDER],[Italy],[34-59],[ANY-EDUCATION],[ANY-JOB],34665
male,[Italy],[43-71],[ANY-EDUCATION],[ANY-JOB],20944
male,[Italy],[43-71],[ANY-EDUCATION],[ANY-JOB],67036
male,[Italy],[43-71],[ANY-EDUCATION],[ANY-JOB],44469
[ANY-GENDER],[Italy],[44-79],[ANY-EDUCATION],[ANY-JOB],11677
[ANY-GENDER],[Italy],[44-79],[ANY-EDUCATION],[ANY-JOB],48177
[ANY-GENDER],[Italy],[44-79],[ANY-EDUCATION],[ANY-JOB],45300
[ANY-GENDER],[Italy],[36-64],[ANY-EDUCATION],[ANY-JOB],40758
[ANY-GENDER],[Italy],[36-64],[ANY-EDUCATION],[ANY-JOB],19000
[ANY-GENDER],[Italy],[36-64],[ANY-EDUCATION],[ANY-JOB],14915
[ANY-GENDER],[Italy],[19-86],[ANY-EDUCATION],[ANY-JOB],25682
[ANY-GENDER],[Italy],[19-86],[ANY-EDUCATION],[ANY-JOB],36645
[ANY-GENDER],[Italy],[19-86],[ANY-EDUCATION],[ANY-JOB],22459
male,[Italy],[42-70],High School,[ANY-JOB],27963
male,[Italy],[42-70],High School,[ANY-JOB],41179
male,[Italy],[42-70],High School,[ANY-JOB],28547
male,[North],[30-79],[ANY-EDUCATION],[ANY-JOB],32100
male,[North],[30-79],[ANY-EDUCATION],[ANY-JOB],40578
male,[North],[30-79],[ANY-EDUCATION],[ANY-JOB],47453
[ANY-GENDER],[Italy],[46-85],[ANY-EDUCATION],[ANY-JOB],27055
[ANY-GENDER],[Italy],[46-85],[ANY-EDUCATION],[ANY-JOB],26811
[ANY-GENDER],[Italy],[46-85],[ANY-EDUCATION],[ANY-JOB],36966
[ANY-GENDER],[Italy],[26-73],[ANY-EDUCATION],[ANY-JOB],49107
[ANY-GENDER],[Italy],[26-73],[ANY-EDUCATION],[ANY-JOB],37388
[ANY-GENDER],[Italy],[26-73],[ANY-EDUCATION],[ANY-JOB],30335
[ANY-GENDER],[Italy],[44-88],[ANY-EDUCATION],[ANY-JOB],26068
[ANY-GENDER],[Italy],[44-88],[ANY-EDUCATION],[ANY-JOB],49761
[ANY-GENDER],[Italy],[44-88],[ANY-EDUCATION],[ANY-JOB],28727
[ANY-GENDER],[Italy],[50-79],[ANY-EDUCATION],[ANY-JOB],33669
[ANY-GENDER],[Italy],[50-79],[ANY-EDUCATION],[ANY-JOB],37035
[ANY-GENDER],[Italy],[50-79],[ANY-EDUCATION],[ANY-JOB],43939
female,[Italy],[58-67],[ANY-EDUCATION],[ANY-JOB],31353
female,[Italy],[58-67],[ANY-EDUCATION],[ANY-JOB],57204
female,[Italy],[58-67],[ANY-EDUCATION],[ANY-JOB],39826
[ANY-GENDER],[Italy],[48-83],[Graduate School],[ANY-JOB],29725
[ANY-GENDER],[Italy],[48-83],[Graduate School],[ANY-JOB],42285
[ANY-GENDER],[Italy],[48-83],[Graduate School],[ANY-JOB],49309
[ANY-GENDER],[Italy],[30-90],High School,[Arts],28853
[ANY-GENDER],[Italy],[30-90],High School,[Arts],37206
[ANY-GENDER],[Italy],[30-90],High School,[Arts],31513
[ANY-GENDER],[South],[68-81],[ANY-EDUCATION],[ANY-JOB],19244
[ANY-GENDER],[South],[68-81],[ANY-EDUCATION],[ANY-JOB],46336
[ANY-GENDER],[South],[68-81],[ANY-EDUCATION],[ANY-JOB],33302
[ANY-GENDER],[Italy],[66-84],[ANY-EDUCATION],[ANY-JOB],59906
[ANY-GENDER],[Italy],[66-84],[ANY-EDUCATION],[ANY-JOB],33044
[ANY-GENDER],[Italy],[66-84],[ANY-EDUCATION],[ANY-JOB],51220
[ANY-GENDER],[Italy],[18-54],[ANY-EDUCATION],[ANY-JOB],22890
[ANY-GENDER],[Italy],[18-54],[ANY-EDUCATION],[ANY-JOB],27622
[ANY-GENDER],[Italy],[18-54],[ANY-EDUCATION],[ANY-JOB],39595
[ANY-GENDER],[South],[35-58],[ANY-EDUCATION],[ANY-JOB],48232
[ANY-GENDER],[South],[35-58],[ANY-EDUCATION],[ANY-JOB],24979
[ANY-GENDER],[South],[35-58],[ANY-EDUCATION],[ANY-JOB],46950
[ANY-GENDER],[Italy],[36-79],[ANY-EDUCATION],[ANY-JOB],26037
[ANY-GENDER],[Italy],[36-79],[ANY-EDUCATION],[ANY-JOB],37888
[ANY-GENDER],[Italy],[36-79],[ANY-EDUCATION],[ANY-JOB],31417
[ANY-GENDER],[Italy],[60-74],[ANY-EDUCATION],[ANY-JOB],43011
[ANY-GENDER],[Italy],[60-74],[ANY-EDUCATION],[ANY-JOB],22225
[ANY-GENDER],[Italy],[60-74],[ANY-EDUCATION],[ANY-JOB],46084
[ANY-GENDER],[Italy],[58-79],[ANY-EDUCATION],[ANY-JOB],43992
[ANY-GENDER],[Italy],[58-79],[ANY-EDUCATION],[ANY-JOB],20549
[ANY-GENDER],[Italy],[58-79],[ANY-EDUCATION],[ANY-JOB],24546
[ANY-GENDER],[Italy],[46-80],[ANY-EDUCATION],[ANY-JOB],36680
[ANY-GENDER],[Italy],[46-80],[ANY-EDUCATION],[ANY-JOB],86032
[ANY-GENDER],[Italy],[46-80],[ANY-EDUCATION],[ANY-JOB],36486
[ANY-GENDER],[Italy],[36-73],[ANY-EDUCATION],[ANY-JOB],28793
[ANY-GENDER],[Italy],[36-73],[ANY-EDUCATION],[ANY-JOB],51066
[ANY-GENDER],[Italy],[36-73],[ANY-EDUCATION],[ANY-JOB],38021
[ANY-GENDER],[Italy],[33-65],[ANY-EDUCATION],[ANY-JOB],43321
[ANY-GENDER],[Italy],[33-65],[ANY-EDUCATION],[ANY-JOB],45489
[ANY-GENDER],[Italy],[33-65],[ANY-EDUCATION],[ANY-JOB],24516
[ANY-GENDER],[Italy],[64-72],[ANY-EDUCATION],[ANY-JOB],46647
[ANY-GENDER],[Italy],[64-72],[ANY-EDUCATION],[ANY-JOB],27637
[ANY-GENDER],[Italy],[64-72],[ANY-EDUCATION],[ANY-JOB],35634
[ANY-GENDER],[Italy],[19-86],High School,[ANY-JOB],23937
[ANY-GENDER],[Italy],[19-86],High School,[ANY-JOB],21051
[ANY-GENDER],[Italy],[19-86],High School,[ANY-JOB],25255
[ANY-GENDER],[North],[30-64],[ANY-EDUCATION],[ANY-JOB],50348
[ANY-GENDER],[North],[30-64],[ANY-EDUCATION],[ANY-JOB],32754
[ANY-GENDER],[North],[30-64],[ANY-EDUCATION],[ANY-JOB],26033
[ANY-GENDER],[Italy],[71-78],[ANY-EDUCATION],[ANY-JOB],20240
[ANY-GENDER],[Italy],[71-78],[ANY-EDUCATION],[ANY-JOB],39030
[ANY-GENDER],[Italy],[71-78],[ANY-EDUCATION],[ANY-JOB],33761
female,[North],[43-83],High School,[ANY-JOB],45050
female,[North],[43-83],High School,[ANY-JOB],27872
female,[North],[43-83],High School,[ANY-JOB],40776
[ANY-GENDER],[Italy],[37-78],[ANY-EDUCATION],[ANY-JOB],21098
[ANY-GENDER],[Italy],[37-78],[ANY-EDUCATION],[ANY-JOB],31879
[ANY-GENDER],[Italy],[37-78],[ANY-EDUCATION],[ANY-JOB],28540
[ANY-GENDER],[Italy],[32-89],[ANY-EDUCATION],[ANY-JOB],26517
[ANY-GENDER],[Italy],[32-89],[ANY-EDUCATION],[ANY-JOB],34713
[ANY-GENDER],[Italy],[32-89],[ANY-EDUCATION],[ANY-JOB],16819
[ANY-GENDER],[Italy],[21-70],[ANY-EDUCATION],[ANY-JOB],33884
[ANY-GENDER],[Italy],[21-70],[ANY-EDUCATION],[ANY-JOB],28477
[ANY-GENDER],[Italy],[21-70],[ANY-EDUCATION],[ANY-JOB],47674
[ANY-GENDER],[Italy],[23-72],[ANY-EDUCATION],[ANY-JOB],51010
[ANY-GENDER],[Italy],[23-72],[ANY-EDUCATION],[ANY-JOB],43639
[ANY-GENDER],[Italy],[23-72],[ANY-EDUCATION],[ANY-JOB],41636
male,[Italy],[56-75],[ANY-EDUCATION],[ANY-JOB],34503
male,[Italy],[56-75],[ANY-EDUCATION],[ANY-JOB],65061
male,[Italy],[56-75],[ANY-EDUCATION],[ANY-JOB],14906
[ANY-GENDER],[Italy],[20-86],[ANY-EDUCATION],[ANY-JOB],32378
[ANY-GENDER],[Italy],[20-86],[ANY-EDUCATION],[ANY-JOB],45299
[ANY-GENDER],[Italy],[20-86],[ANY-EDUCATION],[ANY-JOB],27714
[ANY-GENDER],[Italy],[35-73],[ANY-EDUCATION],[ANY-JOB],30210
[ANY-GENDER],[Italy],[35-73],[ANY-EDUCATION],[ANY-JOB],24666
[ANY-GENDER],[Italy],[35-73],[ANY-EDUCATION],[ANY-JOB],33657
male,[North],[30-86],[ANY-EDUCATION],[ANY-JOB],29303
male,[North],[30-86],[ANY-EDUCATION],[ANY-JOB],56940
male,[North],[30-86],[ANY-EDUCATION],[ANY-JOB],31824
female,[Italy],[46-81],[ANY-EDUCATION],[ANY-JOB],38514
female,[Italy],[46-81],[ANY-EDUCATION],[ANY-JOB],35217
female,[Italy],[46-81],[ANY-EDUCATION],[ANY-JOB],23515
male,[Italy],[40-52],High School,[ANY-JOB],30084
male,[Italy],[40-52],High School,[ANY-JOB],20698
male,[Italy],[40-52],High School,[ANY-JOB],16456
female,[Italy],[54-86],[ANY-EDUCATION],[ANY-JOB],36330
female,[Italy],[54-86],[ANY-EDUCATION],[ANY-JOB],36976
female,[Italy],[54-86],[ANY-EDUCATION],[ANY-JOB],27569
female,[Italy],[20-74],[ANY-EDUCATION],[ANY-JOB],25579
female,[Italy],[20-74],[ANY-EDUCATION],[ANY-JOB],33062
female,[Italy],[20-74],[ANY-EDUCATION],[ANY-JOB],26264
[ANY-GENDER],[Italy],[67-77],High School,[ANY-JOB],30342
[ANY-GENDER],[Italy],[67-77],High School,[ANY-JOB],22921
[ANY-GENDER],[Italy],[67-77],High School,[ANY-JOB],24939
[ANY-GENDER],[Italy],[44-65],[ANY-EDUCATION],[ANY-JOB],30634
[ANY-GENDER],[Italy],[44-65],[ANY-EDUCATION],[ANY-JOB],45420
[ANY-GENDER],[Italy],[44-65],[ANY-EDUCATION],[ANY-JOB],28635
[ANY-GENDER],[North],[55-77],[ANY-EDUCATION],[ANY-JOB],25753
[ANY-GENDER],[North],[55-77],[ANY-EDUCATION],[ANY-JOB],25781
[ANY-GENDER],[North],[55-77],[ANY-EDUCATION],[ANY-JOB],51762
male,[Italy],[24-64],[ANY-EDUCATION],[ANY-JOB],16065
male,[Italy],[24-64],[ANY-EDUCATION],[ANY-JOB],32154
male,[Italy],[24-64],[ANY-EDUCATION],[ANY-JOB],32766
[ANY-GENDER],[Italy],[69-78],[ANY-EDUCATION],[ANY-JOB],41795
[ANY-GENDER],[Italy],[69-78],[ANY-EDUCATION],[ANY-JOB],29594
[ANY-GENDER],[Italy],[69-78],[ANY-EDUCATION],[ANY-JOB],39863
female,[Italy],[36-77],[ANY-EDUCATION],[ANY-JOB],23478
female,[Italy],[36-77],[ANY-EDUCATION],[ANY-JOB],40564
female,[Italy],[36-77],[ANY-EDUCATION],[ANY-JOB],20588
male,[Italy],[61-80],[ANY-EDUCATION],[ANY-JOB],24711
male,[Italy],[61-80],[ANY-EDUCATION],[ANY-JOB],56690
male,[Italy],[61-80],[ANY-EDUCATION],[ANY-JOB],26702
[ANY-GENDER],[Italy],[44-63],[ANY-EDUCATION],[ANY-JOB],45024
[ANY-GENDER],[Italy],[44-63],[ANY-EDUCATION],[ANY-JOB],37996
[ANY-GENDER],[Italy],[44-63],[ANY-EDUCATION],[ANY-JOB],30008
[ANY-GENDER],[South],[25-57],[ANY-EDUCATION],[ANY-JOB],38402
[ANY-GENDER],[South],[25-57],[ANY-EDUCATION],[ANY-JOB],28608
[ANY-GENDER],[South],[25-57],[ANY-EDUCATION],[ANY-JOB],24592
[ANY-GENDER],[South],[62-74],[ANY-EDUCATION],[ANY-JOB],29619
[ANY-GENDER],[South],[62-74],[ANY-EDUCATION],[ANY-JOB],31896
[ANY-GENDER],[South],[62-74],[ANY-EDUCATION],[ANY-JOB],27986
[ANY-GENDER],[Italy],[49-84],[ANY-EDUCATION],[ANY-JOB],61783
[ANY-GENDER],[Italy],[49-84],[ANY-EDUCATION],[ANY-JOB],31662
[ANY-GENDER],[Italy],[49-84],[ANY-EDUCATION],[ANY-JOB],110530
[ANY-GENDER],[Italy],[52-76],[ANY-EDUCATION],[ANY-JOB],38005
[ANY-GENDER],[Italy],[52-76],[ANY-EDUCATION],[ANY-JOB],32029
[ANY-GENDER],[Italy],[52-76],[ANY-EDUCATION],[ANY-JOB],44593
[ANY-GENDER],[Italy],[21-58],High School,[ANY-JOB],29099
[ANY-GENDER],[Italy],[21-58],High School,[ANY-JOB],28115
[ANY-GENDER],[Italy],[21-58],High School,[ANY-JOB],33456
[ANY-GENDER],[Italy],[19-77],[ANY-EDUCATION],[ANY-JOB],28712
[ANY-GENDER],[Italy],[19-77],[ANY-EDUCATION],[ANY-JOB],24676
[ANY-GENDER],[Italy],[19-77],[ANY-EDUCATION],[ANY-JOB],88222
[ANY-GENDER],[Italy],[60-82],[Graduate School],[ANY-JOB],73653
[ANY-GENDER],[Italy],[60-82],[Graduate School],[ANY-JOB],45059
[ANY-GENDER],[Italy],[60-82],[Graduate School],[ANY-JOB],55368
[ANY-GENDER],[Italy],[29-56],High School,[Arts],35268
[ANY-GENDER],[Italy],[29-56],High School,[Arts],30615
[ANY-GENDER],[Italy],[29-56],High School,[Arts],41777
[ANY-GENDER],[Italy],[26-76],[ANY-EDUCATION],[ANY-JOB],31344
[ANY-GENDER],[Italy],[26-76],[ANY-EDUCATION],[ANY-JOB],47068
[ANY-GENDER],[Italy],[26-76],[ANY-EDUCATION],[ANY-JOB],69404
[ANY-GENDER],[Italy],[22-47],[ANY-EDUCATION],[ANY-JOB],38277
[ANY-GENDER],[Italy],[22-47],[ANY-EDUCATION],[ANY-JOB],22306
[ANY-GENDER],[Italy],[22-47],[ANY-EDUCATION],[ANY-JOB],39531
[ANY-GENDER],[Italy],[30-81],[ANY-EDUCATION],[ANY-JOB],24666
[ANY-GENDER],[Italy],[30-81],[ANY-EDUCATION],[ANY-JOB],42337
[ANY-GENDER],[Italy],[30-81],[ANY-EDUCATION],[ANY-JOB],36672
[ANY-GENDER],[Italy],[61-65],[ANY-EDUCATION],[ANY-JOB],28033
[ANY-GENDER],[Italy],[61-65],[ANY-EDUCATION],[ANY-JOB],44404
[ANY-GENDER],[Italy],[61-65],[ANY-EDUCATION],[ANY-JOB],37468
[ANY-GENDER],[Italy],[33-63],[ANY-EDUCATION],[ANY-JOB],38073
[ANY-GENDER],[Italy],[33-63],[ANY-EDUCATION],[ANY-JOB],32422
[ANY-GENDER],[Italy],[33-63],[ANY-EDUCATION],[ANY-JOB],24166
[ANY-GENDER],[Italy],[19-68],High School,[ANY-JOB],26548
[ANY-GENDER],[Italy],[19-68],High School,[ANY-JOB],22193
[ANY-GENDER],[Italy],[19-68],High School,[ANY-JOB],29803
